iso3,year,category,category_name,type,type_name,value,data_type,units,source,variable
KNA,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,271296.5393,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KNA,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KNA,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KNA,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KNA,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KNA,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,A,Beneficial,A1,Fisheries management,1177574425,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,A,Beneficial,A2,Fishery research and development,457516062.9,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,B,Capacity-enhancing,B1,Boat construction and renovation,45751448.21,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,B,Capacity-enhancing,B2,Fisheries development projects,131658318.6,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,B,Capacity-enhancing,B3,Fishing port development,231798842.7,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,477334712.3,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,9013873.76,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,B,Capacity-enhancing,B7,Fuel subsidies,604031262.9,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,C,Ambiguous,C1,Fisher assistance,4800088.96,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,C,Ambiguous,C2,Vessel buyback programs,33338852.96,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KOR,2018,C,Ambiguous,C3,Rural fisher communities,12132870.4,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,A,Beneficial,A1,Fisheries management,6410762.503,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,A,Beneficial,A2,Fishery research and development,1502060.652,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,A,Beneficial,A3,Marine protected areas,237044.8721,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,B,Capacity-enhancing,B1,Boat construction and renovation,785523.3078,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,B,Capacity-enhancing,B2,Fisheries development projects,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1764715.001,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
KWT,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,A,Beneficial,A1,Fisheries management,914696.4243,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,A,Beneficial,A3,Marine protected areas,705793.2829,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,B,Capacity-enhancing,B2,Fisheries development projects,361250.8703,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,B,Capacity-enhancing,B6,Fishing access agreements,4074.62,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBN,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,A,Beneficial,A1,Fisheries management,66376,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,A,Beneficial,A3,Marine protected areas,207925.2143,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,B,Capacity-enhancing,B2,Fisheries development projects,1853228.03,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,308648.5188,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,B,Capacity-enhancing,B6,Fishing access agreements,1019.04,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,B,Capacity-enhancing,B7,Fuel subsidies,1267806.749,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBR,2018,C,Ambiguous,C3,Rural fisher communities,315461.0911,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,A,Beneficial,A1,Fisheries management,13086935.19,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,A,Beneficial,A2,Fishery research and development,3066307.696,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,B,Capacity-enhancing,B2,Fisheries development projects,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LBY,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,A,Beneficial,A1,Fisheries management,339108.6508,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,A,Beneficial,A2,Fishery research and development,79454.16178,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,A,Beneficial,A3,Marine protected areas,1428882.624,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,B,Capacity-enhancing,B2,Fisheries development projects,211513.099,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,160650.8917,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,248993.2653,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,B,Capacity-enhancing,B6,Fishing access agreements,65746.23,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,B,Capacity-enhancing,B7,Fuel subsidies,783123.5832,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LCA,2018,C,Ambiguous,C3,Rural fisher communities,42496.08058,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,A,Beneficial,A1,Fisheries management,5014719.851,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,A,Beneficial,A2,Fishery research and development,1889334.72,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,A,Beneficial,A3,Marine protected areas,1198161.813,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,B,Capacity-enhancing,B1,Boat construction and renovation,4428128.25,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,B,Capacity-enhancing,B2,Fisheries development projects,12475061.17,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,B,Capacity-enhancing,B3,Fishing port development,17887801.28,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,559610.4478,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,31619903.22,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,B,Capacity-enhancing,B6,Fishing access agreements,1512494.77,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,B,Capacity-enhancing,B7,Fuel subsidies,32800950,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,C,Ambiguous,C1,Fisher assistance,239038.527,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LKA,2018,C,Ambiguous,C3,Rural fisher communities,1312038,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,A,Beneficial,A1,Fisheries management,304383.4605,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,A,Beneficial,A2,Fishery research and development,294866.6146,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,A,Beneficial,A3,Marine protected areas,7590381.571,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,B,Capacity-enhancing,B1,Boat construction and renovation,1748424.106,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,B,Capacity-enhancing,B2,Fisheries development projects,518293.3791,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,B,Capacity-enhancing,B3,Fishing port development,563704.6407,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,555556.1827,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,6087889.308,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,B,Capacity-enhancing,B6,Fishing access agreements,7697219.27,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,B,Capacity-enhancing,B7,Fuel subsidies,368084.7318,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,C,Ambiguous,C1,Fisher assistance,1169848.239,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,C,Ambiguous,C2,Vessel buyback programs,644.8419978,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LTU,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,A,Beneficial,A1,Fisheries management,1501625.072,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,A,Beneficial,A2,Fishery research and development,754535.8657,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,A,Beneficial,A3,Marine protected areas,8320886.737,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,B,Capacity-enhancing,B1,Boat construction and renovation,1149326.801,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,B,Capacity-enhancing,B2,Fisheries development projects,1314872.55,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,B,Capacity-enhancing,B3,Fishing port development,1305355.234,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,2931099.99,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,B,Capacity-enhancing,B6,Fishing access agreements,13676453.32,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,B,Capacity-enhancing,B7,Fuel subsidies,9259273.11,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,C,Ambiguous,C1,Fisher assistance,768999.8835,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,C,Ambiguous,C2,Vessel buyback programs,137647.8376,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
LVA,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,A,Beneficial,A1,Fisheries management,55146226.48,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,A,Beneficial,A2,Fishery research and development,20104068.72,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,A,Beneficial,A3,Marine protected areas,2795403.864,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,B,Capacity-enhancing,B1,Boat construction and renovation,11581371.69,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,B,Capacity-enhancing,B2,Fisheries development projects,165989449.2,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,B,Capacity-enhancing,B3,Fishing port development,1643404.053,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,13351220.26,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,7531986.7,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,B,Capacity-enhancing,B6,Fishing access agreements,289710.22,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,B,Capacity-enhancing,B7,Fuel subsidies,8047876.2,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MAR,2018,C,Ambiguous,C3,Rural fisher communities,10343114.38,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,A,Beneficial,A1,Fisheries management,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,B,Capacity-enhancing,B2,Fisheries development projects,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MCO,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,A,Beneficial,A1,Fisheries management,50033939.11,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,A,Beneficial,A2,Fishery research and development,1128771.624,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,A,Beneficial,A3,Marine protected areas,10027541.19,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,B,Capacity-enhancing,B2,Fisheries development projects,32804971.73,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,B,Capacity-enhancing,B3,Fishing port development,22974.10736,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,39887.50845,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,B,Capacity-enhancing,B6,Fishing access agreements,35073.78,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDG,2018,C,Ambiguous,C3,Rural fisher communities,580728.915,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,A,Beneficial,A1,Fisheries management,12135686.56,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,A,Beneficial,A2,Fishery research and development,2843427.324,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,A,Beneficial,A3,Marine protected areas,5904549.878,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,B,Capacity-enhancing,B2,Fisheries development projects,4800934.228,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,B,Capacity-enhancing,B3,Fishing port development,2796989.248,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,3646461.464,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,B,Capacity-enhancing,B7,Fuel subsidies,17437887.06,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MDV,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,A,Beneficial,A1,Fisheries management,14263871.06,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,A,Beneficial,A2,Fishery research and development,8012475.488,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,A,Beneficial,A3,Marine protected areas,35935636.06,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,B,Capacity-enhancing,B1,Boat construction and renovation,11882190.44,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,B,Capacity-enhancing,B2,Fisheries development projects,9647077.022,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,14807664.6,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,130530799.4,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,B,Capacity-enhancing,B6,Fishing access agreements,323782.64,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,B,Capacity-enhancing,B7,Fuel subsidies,23585488.95,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,C,Ambiguous,C1,Fisher assistance,24293424.24,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MEX,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MHL,2018,A,Beneficial,A1,Fisheries management,20402368.99,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MHL,2018,A,Beneficial,A2,Fishery research and development,4780335.514,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MHL,2018,A,Beneficial,A3,Marine protected areas,2972441.8,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MHL,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MHL,2018,B,Capacity-enhancing,B2,Fisheries development projects,2089377.51,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MHL,2018,B,Capacity-enhancing,B3,Fishing port development,1217256.091,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MHL,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1586948.334,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MHL,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MHL,2018,B,Capacity-enhancing,B6,Fishing access agreements,1928764.83,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
MHL,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
